Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene description
WBGene00196055	T07D1.8	X	2447552	2447684	1	
WBGene00196056	T19C4.16	V	11176926	11177134	1	
WBGene00196057	ZK84.9	II	6020330	6020518	-1	
WBGene00196058	Y55F3BR.13	IV	878075	878127	-1	
WBGene00196059	D2023.12	V	11799391	11799530	1	
WBGene00196060	VB0365.1	V	13113089	13113305	1	
WBGene00196061	F07B10.8	V	11258534	11258753	1	
WBGene00196062	C49A1.11	I	14224179	14224257	1	
WBGene00196063	F25G6.12	V	8545971	8546169	1	
WBGene00196064	ZC477.15	IV	7099484	7099618	-1	
WBGene00196065	C34F6.14	X	11197747	11197866	-1	
WBGene00196066	T19C4.17	V	11175524	11175717	1	
WBGene00196067	Y39G8C.5	II	14098591	14098644	-1	
WBGene00196068	F40F9.13	V	9734374	9734567	1	
WBGene00196069	Y39A3CL.8	III	1795738	1796028	-1	
WBGene00196070	C16A3.14	III	6396637	6396688	-1	
WBGene00196071	F56F3.8	III	4462226	4462369	1	
WBGene00196072	Y39A3B.6	III	2008289	2008438	-1	
WBGene00196073	F54D12.13	II	1375295	1375367	1	
WBGene00196074	K12H6.13	II	2810004	2810054	-1	
WBGene00196075	Y105E8A.38	I	14534588	14534682	1	
WBGene00196076	Y71F9AR.5	I	2974917	2974970	1	
WBGene00196077	C06A1.10	II	10570375	10570435	-1	
WBGene00196078	T02E9.11	V	11338931	11339072	-1	
WBGene00196079	C29E6.9	IV	11901243	11901373	-1	
WBGene00196080	Y54G9A.12	II	13734716	13734905	1	
WBGene00196081	K06C4.18	V	8920198	8920347	1	
WBGene00196082	F54C4.5	III	83581	83633	1	
WBGene00196083	C53B7.9	X	6848046	6848249	-1	
WBGene00196084	B0454.14	II	3036916	3037012	1	
WBGene00196085	R173.6	X	7031888	7032034	1	
WBGene00196086	F16H9.4	X	12721602	12721842	-1	
WBGene00196087	F08G5.10	IV	12429725	12429812	1	
WBGene00196088	F58H1.11	V	11956139	11956280	1	
WBGene00196089	C15F1.13	II	6972687	6972790	1	
WBGene00196090	F02G3.2	X	693176	693393	-1	
WBGene00196091	C50F4.18	V	9550466	9550598	-1	
WBGene00196092	ZK632.15	III	9805112	9805261	1	
WBGene00196093	K03H9.6	II	6416848	6417068	1	
WBGene00196094	H19M22.5	III	2650171	2650318	1	
WBGene00196095	F22B3.12	IV	11431352	11431501	-1	
WBGene00196096	ZK616.62	IV	5394940	5395158	-1	
WBGene00196097	Y105E8B.12	I	14679208	14679345	1	
WBGene00196098	Y55F3AR.4	IV	1094087	1094209	1	
WBGene00196099	T09B4.14	I	6172671	6172796	1	
WBGene00196100	K10C3.8	I	9852612	9852799	-1	
WBGene00196101	T20F10.9	I	10305808	10305959	-1	
WBGene00196102	C29H12.7	II	6132911	6133040	-1	
WBGene00196103	Y51A2D.24	V	18588078	18588224	-1	
WBGene00196104	C48D1.11	IV	13217885	13217965	1	
WBGene00196105	C18D1.11	II	10085013	10085132	-1	
WBGene00196106	ZC504.7	X	10432082	10432230	1	
WBGene00196107	F41C6.8	X	6891812	6891943	-1	
WBGene00196108	H02I12.10	IV	11391563	11391655	1	
WBGene00196109	K02H8.2	X	16986922	16987145	-1	
WBGene00196110	T01C2.3	V	5626446	5626670	1	
WBGene00196111	C33B4.8	II	11393848	11394152	-1	
WBGene00196112	K10D6.8	V	11210561	11210791	1	
WBGene00196113	F13H6.6	V	6354526	6354663	1	
WBGene00196114	Y51H7C.19	II	1423279	1423521	1	
WBGene00196115	F45B8.8	X	14961700	14961846	1	
WBGene00196116	T10E9.11	I	6535367	6535436	1	
WBGene00196117	F49E10.11	X	5888377	5888465	1	
WBGene00196118	Y32F6B.5	V	10479386	10479515	-1	
WBGene00196119	F44E5.6	II	11753693	11753918	1	
WBGene00196120	T06H11.7	X	10128229	10128631	1	
WBGene00196121	C40H5.10	X	11740281	11740413	-1	
WBGene00196122	C24B5.7	V	9168208	9168332	1	
WBGene00196123	F55C5.13	V	12297356	12297489	1	
WBGene00196124	F57B10.16	I	6577275	6577476	-1	
WBGene00196125	R01E6.9	X	13566576	13566632	1	
WBGene00196126	T07H8.10	V	6956812	6956975	-1	
WBGene00196127	K02E11.14	V	14223584	14223709	-1	
WBGene00196128	Y51A2D.25	V	18525064	18525207	-1	
WBGene00196129	F11A6.6	I	11670498	11670549	-1	
WBGene00196130	C54D1.8	X	7132068	7132131	1	
WBGene00196131	C56G2.16	III	6335236	6335385	1	
WBGene00196132	C34H3.5	X	6167498	6167668	1	
WBGene00196133	C43D7.14	V	19340836	19340887	-1	
WBGene00196134	C53B4.12	IV	8994746	8994872	-1	
WBGene00196135	Y50D7A.15	III	223833	223882	-1	
WBGene00196136	C16C8.23	II	3434728	3434779	1	
WBGene00196137	T18H9.8	V	9217527	9217651	1	
WBGene00196138	C05B10.14	IV	6841147	6841262	1	
WBGene00196139	T01C1.6	X	10728641	10728752	1	
WBGene00196140	T07F12.6	X	4899803	4899948	-1	
WBGene00196141	R10E12.4	III	9982302	9982553	1	
WBGene00196142	B0403.7	X	7047695	7047754	-1	
WBGene00196143	K07A1.18	I	9598114	9598245	1	
WBGene00196144	Y40H4A.3	V	14573237	14573358	-1	
WBGene00196145	T14F9.8	X	2231797	2231928	1	
WBGene00196146	F10G8.10	I	10033045	10033190	-1	
WBGene00196147	W02A2.10	IV	13331408	13331541	1	
WBGene00196148	B0457.8	II	8894052	8894174	-1	
WBGene00196149	T28C12.7	V	6344979	6345167	-1	
WBGene00196150	C30A5.11	III	8216458	8216570	1	
WBGene00196151	Y48G9A.17	III	2139811	2139869	-1	
WBGene00196152	F54E4.7	X	14646166	14646292	1	
WBGene00196153	T14G12.8	X	3743235	3743324	1	
WBGene00196154	F28F9.8	IV	3852722	3852987	-1	
WBGene00196155	F40B5.4	X	8361181	8361330	1	
WBGene00196156	T19D7.8	X	650766	650907	1	
WBGene00196157	C07A4.4	X	10176610	10176752	1	
WBGene00196158	C52E12.8	II	7003260	7003355	-1	
WBGene00196159	K04B12.6	II	14429826	14429966	1	
WBGene00196160	T14G8.5	X	12872180	12872318	1	
WBGene00196161	T13H10.6	IV	9951217	9951338	-1	
WBGene00196162	C05E11.11	X	4555499	4555642	-1	
WBGene00196163	F23H12.13	V	12352814	12352957	-1	
WBGene00196164	C29E6.10	IV	11899304	11899441	1	
WBGene00196165	C53D6.18	IV	9001293	9001424	1	
WBGene00196166	F45E4.16	IV	7638204	7638346	1	
WBGene00196167	W06A7.7	V	14824401	14824456	-1	
WBGene00196168	F39D8.5	X	15426133	15426282	1	
WBGene00196169	Y46E12A.6	III	1766247	1766298	-1	
WBGene00196170	C04C11.8	X	14015936	14016023	-1	
WBGene00196171	F12D9.7	X	8651220	8651397	1	
WBGene00196172	Y50D4B.8	V	1115573	1115791	1	
WBGene00196173	C07E3.14	II	10358139	10358286	1	
WBGene00196174	F28F5.10	III	6805662	6805810	-1	
WBGene00196175	W03G11.8	X	12091601	12091817	-1	
WBGene00196176	T28B11.7	V	10717331	10717628	-1	
WBGene00196177	F54C4.6	III	82334	82389	1	
WBGene00196178	D1022.12	II	7485086	7485216	-1	
WBGene00196179	Y51H7C.20	II	1414991	1415041	-1	
WBGene00196180	T19D2.6	X	3956062	3956207	-1	
WBGene00196181	C26F1.13	V	7776303	7776446	1	
WBGene00196182	F26G1.12	II	4783653	4783864	1	
WBGene00196183	T06F4.7	X	4074240	4074366	-1	
WBGene00196184	C10E2.8	X	16756918	16756973	-1	
WBGene00196185	F28F9.9	IV	3858184	3858398	-1	
WBGene00196186	T09A5.16	II	7836645	7836828	-1	
WBGene00196187	Y53H1C.6	I	11392637	11392692	1	
WBGene00196188	F15C11.4	I	7040641	7040711	-1	
WBGene00196189	ZK40.5	V	6458915	6459117	1	
WBGene00196190	F12D9.8	X	8654732	8654955	1	
WBGene00196191	C18C4.12	V	5562456	5562605	-1	
WBGene00196192	R01B10.7	V	6053436	6053502	1	
WBGene00196193	K01B6.5	III	9307827	9307967	-1	
WBGene00196194	C05C9.5	X	11141893	11142040	-1	
WBGene00196195	F28E10.8	IV	4570698	4570962	-1	
WBGene00196196	T21E12.6	I	4412016	4412101	1	
WBGene00196197	F09F3.14	V	13868872	13868924	1	
WBGene00196198	C16E9.11	X	6962815	6963071	1	
WBGene00196199	T18D3.11	X	12462598	12462682	-1	
WBGene00196200	Y58A7A.8	V	5086740	5086826	1	
WBGene00196201	T19C4.18	V	11168611	11168829	-1	
WBGene00196202	W04D2.8	V	12475799	12475927	-1	
WBGene00196203	K03H1.17	III	9934060	9934207	-1	
WBGene00196204	B0379.9	I	10095271	10095537	1	
WBGene00196205	Y111B2A.32	III	12549806	12549889	-1	
WBGene00196206	F28D1.19	IV	12401624	12401767	1	
WBGene00196207	F41D9.8	X	8389155	8389304	1	
WBGene00196208	C39D10.13	X	7873987	7874211	1	
WBGene00196209	C41A3.4	X	5444114	5444391	1	
WBGene00196210	F02D10.11	X	13448669	13448758	-1	
WBGene00196211	F37D6.9	I	10501122	10501264	-1	
WBGene00196212	F07B7.15	V	8853307	8853468	1	
WBGene00196213	K12G11.7	V	11899935	11900079	1	
WBGene00196214	C56E6.13	II	6532845	6532932	1	
WBGene00196215	D2092.12	I	6615514	6615591	1	
WBGene00196216	C05A9.3	X	10846324	10846518	1	
WBGene00196217	C48D1.12	IV	13200140	13200289	1	
WBGene00196218	M70.7	IV	2260054	2260146	1	
WBGene00196219	C10H11.12	I	4746464	4746903	1	
WBGene00196220	C24H12.13	II	415068	415132	-1	
WBGene00196221	B0350.70	IV	5976098	5976247	1	
WBGene00196222	H19M22.6	III	2641881	2642099	-1	
WBGene00196223	ZK470.8	X	4156877	4157010	1	
WBGene00196224	Y54E10A.20	I	3259000	3259089	1	
WBGene00196225	T21H3.6	V	1164211	1164356	-1	
WBGene00196226	K01A6.11	IV	11717219	11717359	-1	
WBGene00196227	C25F6.11	X	5479992	5480102	-1	
WBGene00196228	F26A10.8	X	7643886	7644025	-1	
WBGene00196229	C14E2.10	X	1806982	1807201	1	
WBGene00196230	Y73B6BL.273	IV	6478305	6478431	-1	
WBGene00196231	F57B7.6	V	11437480	11437642	1	
WBGene00196232	K07E8.14	II	651502	651619	-1	
WBGene00196233	C54D2.8	X	7864059	7864215	-1	
WBGene00196234	T10B11.9	I	6935025	6935145	-1	
WBGene00196235	W10C8.8	I	2831305	2831674	1	
WBGene00196236	M03F4.9	X	4950059	4950199	-1	
WBGene00196237	F55C10.8	V	11375289	11375432	-1	
WBGene00196238	C40C9.9	X	13655907	13656002	1	
WBGene00196239	F55E10.9	X	8326589	8326662	-1	
WBGene00196240	C25F6.12	X	5475132	5475356	-1	
WBGene00196241	ZK1193.6	X	434625	434756	1	
WBGene00196242	K07C6.16	V	3939357	3939458	-1	
WBGene00196243	F26A3.11	I	7671532	7671642	1	
WBGene00196244	B0524.8	III	1904456	1904510	1	
WBGene00196245	R08C7.16	IV	4454513	4454582	-1	
WBGene00196246	C05D9.10	X	1110883	1110959	-1	
WBGene00196247	R07D5.4	X	15131084	15131218	1	
WBGene00196248	R09F10.14	X	8311709	8311919	1	
WBGene00196249	C54D10.17	V	12424731	12424898	-1	
WBGene00196250	ZC13.12	X	888633	888782	1	
WBGene00196251	C27A7.10	V	12129195	12129400	-1	
WBGene00196252	T19E7.23	IV	5671579	5671725	1	
WBGene00196253	T21B6.8	X	10927615	10927819	-1	
WBGene00196254	F11D5.12	X	3314072	3314270	-1	
WBGene00196255	C43F9.14	IV	10566277	10566328	1	
WBGene00196256	B0454.15	II	3049279	3049366	1	
WBGene00196257	T04C12.17	V	11073006	11073175	1	
WBGene00196258	F25G6.13	V	8545366	8545574	1	
WBGene00196259	F28E10.9	IV	4573037	4573186	-1	
WBGene00196260	F32B5.10	I	2698564	2698712	-1	
WBGene00196261	E02A10.6	V	12586528	12586676	-1	
WBGene00196262	T01B4.5	X	16317833	16317967	-1	
WBGene00196263	R08E3.6	X	4810108	4810245	1	
WBGene00196264	F09A5.10	X	13158053	13158244	1	
WBGene00196265	C08C3.7	III	7800548	7800695	-1	
WBGene00196266	C47G2.11	II	11275071	11275250	1	
WBGene00196267	H32C10.95	IV	5915320	5915451	-1	
WBGene00196268	F52E10.7	X	16271283	16271370	1	
WBGene00196269	Y57A10A.39	II	12222448	12222597	1	
WBGene00196270	F48E3.11	X	7485857	7485956	-1	
WBGene00196271	F08C6.10	X	7584027	7584299	1	
WBGene00196272	C31G12.6	V	18175670	18175732	-1	
WBGene00196273	H13N06.9	X	15508091	15508219	1	
WBGene00196274	C09D8.4	II	10998059	10998207	-1	
WBGene00196275	K08A8.7	X	7467846	7468059	1	
WBGene00196276	C30F8.5	I	5093813	5093900	-1	
WBGene00196277	T19D2.7	X	3953063	3953273	-1	
WBGene00196278	Y50D4C.7	V	970113	970170	-1	
WBGene00196279	Y67A10A.343	IV	14385304	14385409	1	
WBGene00196280	M01H9.7	IV	4465345	4465466	-1	
WBGene00196281	C16E9.12	X	6953545	6953692	-1	
WBGene00196282	F46G11.10	X	5792303	5792617	-1	
WBGene00196283	B0391.13	V	15615048	15615106	1	
WBGene00196284	F26A10.9	X	7638144	7638355	-1	
WBGene00196285	F40H3.7	II	6170060	6170198	1	
WBGene00196286	F11D5.13	X	3331399	3331532	1	
WBGene00196287	C05D2.13	III	5621510	5621558	1	
WBGene00196288	R153.3	II	7625221	7625359	1	
WBGene00196289	T14E8.5	X	6573145	6573281	1	
WBGene00196290	ZK593.14	IV	10919318	10919461	-1	
WBGene00196291	C15H7.7	III	9639844	9639990	1	
WBGene00196292	F21D9.9	V	19254375	19254427	-1	
WBGene00196293	F35G2.10	IV	12188530	12188715	1	
WBGene00196294	Y41G9A.14	X	2953538	2953746	1	
WBGene00196295	F45H7.9	III	3368485	3368633	1	
WBGene00196296	Y39G10AR.27	I	2370805	2370858	-1	
WBGene00196297	T04D3.9	I	13327492	13327567	-1	
WBGene00196298	C52A11.5	II	10758991	10759138	1	
WBGene00196299	Y51H7C.21	II	1423279	1423521	-1	
WBGene00196300	T04C10.7	X	14819499	14819674	1	
WBGene00196301	C11E4.10	X	9597008	9597134	-1	
WBGene00196302	K08A8.8	X	7478519	7478647	1	
WBGene00196303	F10C2.10	V	12024212	12024613	1	
WBGene00196304	F09A5.11	X	13145213	13145271	-1	
WBGene00196305	F56E3.8	X	3178971	3179155	1	
WBGene00196306	C54H2.6	X	5770756	5770955	1	
WBGene00196307	C26G2.3	X	14654623	14654863	-1	
WBGene00196308	F49E10.12	X	5895862	5896060	-1	
WBGene00196309	F53B7.8	V	11004419	11004480	1	
WBGene00196310	C07G3.13	V	3518827	3518897	-1	
WBGene00196311	Y38H6C.27	V	20551270	20551321	-1	
WBGene00196312	W05E10.8	V	11704765	11704901	1	
WBGene00196313	C33F10.17	II	4809627	4809738	-1	
WBGene00196314	F15A2.9	X	13484613	13484674	1	
WBGene00196315	Y24D9A.11	IV	4389808	4389957	1	
WBGene00196316	C43C3.6	X	9697760	9697900	1	
WBGene00196317	F55F1.6	X	2771854	2772013	1	
WBGene00196318	T01C8.8	X	16776914	16777035	1	
WBGene00196319	Y45G5AM.10	V	4161612	4161725	1	
WBGene00196320	F42A6.11	IV	3332177	3332239	1	
WBGene00196321	M79.7	X	10618790	10619009	-1	
WBGene00196322	R05F9.14	II	4904279	4904428	-1	
WBGene00196323	F02G3.3	X	696451	696539	-1	
WBGene00196324	Y5H2A.5	V	2275420	2275569	-1	
WBGene00196325	ZK617.9	IV	12001077	12001217	1	
WBGene00196326	Y51A2D.26	V	18575353	18575431	-1	
WBGene00196327	T05C12.12	II	8194995	8195115	-1	
WBGene00196328	Y39G8C.6	II	14077133	14077226	-1	
WBGene00196329	C48D5.4	III	3589207	3589355	-1	
WBGene00196330	ZC190.12	V	8668990	8669118	-1	
WBGene00196331	B0198.4	X	12025181	12025315	-1	
WBGene00196332	T27B2.2	V	6808694	6808776	1	
WBGene00196333	VB0395L.3	X	16012787	16012911	-1	
WBGene00196334	F40F12.11	III	9910758	9910903	1	
WBGene00196335	R03A10.8	X	15434025	15434221	-1	
WBGene00196336	F13B12.13	IV	10422420	10422635	1	
WBGene00196337	ZK836.6	V	12211311	12211445	-1	
WBGene00196338	T02E9.12	V	11340052	11340271	-1	
WBGene00196339	Y37E11AL.13	IV	3711979	3712066	1	
WBGene00196340	ZK40.6	V	6460665	6460811	1	
WBGene00196341	T27D12.8	II	11836715	11836771	1	
WBGene00196342	Y47H9C.17	I	11878161	11878238	-1	
WBGene00196343	M04D5.4	I	11329000	11329059	-1	
WBGene00196344	T03F7.11	V	11307918	11308060	1	
WBGene00196345	Y73F8A.1163	IV	15256342	15256411	-1	
WBGene00196346	T02E9.13	V	11344086	11344308	-1	
WBGene00196347	C54D2.9	X	7844877	7845025	-1	
WBGene00196348	R10E12.5	III	9986947	9987069	1	
WBGene00196349	F42D1.6	X	14778259	14778398	-1	
WBGene00196350	F01G12.10	X	16388921	16389017	-1	
WBGene00196351	Y34B4A.13	X	5252850	5252983	-1	
WBGene00196352	Y22D7AR.17	III	1717285	1717494	1	
WBGene00196353	F39B3.5	X	17565827	17565966	-1	
WBGene00196354	M79.8	X	10594892	10595084	-1	
WBGene00196355	F22A3.11	X	6516976	6517072	-1	
WBGene00196356	F43C11.13	II	2353605	2353692	-1	
WBGene00196357	W02H5.14	V	2623800	2623896	1	
WBGene00196358	Y39D8B.4	V	372721	373263	-1	
WBGene00196359	B0244.13	III	5762282	5762364	-1	
WBGene00196360	R06C1.7	I	11947973	11948033	1	
WBGene00196361	C11G10.4	X	15142449	15142591	1	
WBGene00196362	C17F4.13	II	3249093	3249142	-1	
WBGene00196363	C34H3.6	X	6134402	6134690	1	
WBGene00196364	C32C4.10	V	10648576	10648773	-1	
WBGene00196365	C41A3.5	X	5417070	5417291	-1	
WBGene00196366	W02B3.8	III	675552	675665	1	
WBGene00196367	C10G11.13	I	6280456	6280583	1	
WBGene00196368	Y76A2B.7	III	13531064	13531168	-1	
WBGene00196369	F14B8.9	X	6898316	6898532	1	
WBGene00196370	F52B10.8	X	2901290	2901409	-1	
WBGene00196371	B0454.16	II	3038504	3038557	1	
WBGene00196372	Y82E9BR.28	III	1476837	1476889	1	
WBGene00196373	C30C11.6	III	8466752	8466870	-1	
WBGene00196374	T21B10.8	II	8956103	8956247	1	
WBGene00196375	C29E6.11	IV	11872100	11872246	1	
WBGene00196376	K02D10.7	III	8776169	8776376	-1	
WBGene00196377	C23H4.9	X	12215869	12215963	1	
WBGene00196378	F47E1.10	X	9059347	9059400	1	
WBGene00196379	F28F9.10	IV	3854898	3855116	1	
WBGene00196380	F11H8.6	III	7020839	7020987	-1	
WBGene00196381	C32A3.5	III	3637327	3637466	1	
WBGene00196382	T05B4.15	V	4128356	4128505	-1	
WBGene00196383	F48C5.6	X	11450290	11450361	1	
WBGene00196384	ZK792.9	IV	11681471	11681620	1	
WBGene00196385	K11E4.8	X	13724790	13724842	-1	
WBGene00196386	K02B9.7	X	13936992	13937138	-1	
WBGene00196387	R04F11.9	V	12335252	12335394	-1	
WBGene00196388	T23G5.10	III	9241659	9241793	-1	
WBGene00196389	Y65B4BL.9	I	514364	514492	1	
WBGene00196390	D1009.8	X	8902996	8903117	1	
WBGene00196391	ZK757.5	III	9879320	9879469	-1	
WBGene00196392	ZC487.7	V	6741720	6741865	1	
WBGene00196393	T04F8.11	X	11673449	11673578	-1	
WBGene00196394	T06A4.5	I	774365	774585	1	
WBGene00196395	Y111B2A.33	III	12549806	12549881	1	
WBGene00196396	F31C3.14	I	15067668	15068355	-1	
WBGene00196397	F48C1.12	I	5311869	5312003	-1	
WBGene00196398	W10D5.4	I	9099016	9099154	-1	
WBGene00196399	T14F9.9	X	2213636	2213841	1	
WBGene00196400	Y73F8A.1164	IV	15318466	15318561	1	
WBGene00196401	F27B10.2	V	7072368	7072555	-1	
WBGene00196402	F10C1.13	II	5761484	5761624	-1	
WBGene00196403	F33C8.6	X	14711281	14711422	-1	
WBGene00196404	F58H7.9	IV	926459	926549	-1	
WBGene00196405	K08E5.9	III	10146135	10146284	1	
WBGene00196406	C16C2.6	I	9734086	9734297	-1	
WBGene00196407	T13H2.7	X	4606507	4606661	-1	
WBGene00196408	F15G9.7	X	9740444	9740560	-1	
WBGene00196409	K03H9.7	II	6411879	6412018	1	
WBGene00196410	R02E12.9	X	4009009	4009154	-1	
WBGene00196411	T10H10.4	X	2291349	2291487	-1	
WBGene00196412	Y66D12A.27	III	11564620	11564811	1	
WBGene00196413	C06B8.13	V	15499167	15499266	1	
WBGene00196414	B0034.8	II	5966778	5966979	1	
WBGene00196415	C54G7.7	X	5543482	5543680	-1	
WBGene00196416	D1079.2	X	4403768	4403905	1	
WBGene00196417	K02F2.8	I	6810439	6810571	1	
WBGene00196418	Y53C10A.17	I	11977978	11978084	-1	
WBGene00196419	ZK381.40	IV	6992877	6992968	-1	
WBGene00196420	ZK652.15	III	7848235	7848376	-1	
WBGene00196421	F09C3.7	I	14278781	14278828	-1	
WBGene00196422	ZC64.8	X	3857990	3858125	-1	
WBGene00196423	F56H11.9	IV	9538440	9538571	1	
WBGene00196424	F54E4.8	X	14636539	14636667	1	
WBGene00196425	F42D1.7	X	14790168	14790441	-1	
WBGene00196426	R02E12.10	X	3988889	3988938	1	
WBGene00196427	K10B4.8	II	134019	134138	1	
WBGene00196428	Y37E3.27	I	2070673	2070891	-1	
WBGene00196429	F18G5.8	X	9242007	9242102	1	
WBGene00196430	Y75B8A.46	III	12141176	12141250	1	
WBGene00196431	F53F8.8	V	20695921	20696144	1	
WBGene00196432	T14G11.5	X	2682055	2682182	-1	
WBGene00196433	C40H5.11	X	11774608	11774671	1	
WBGene00196434	K06C4.19	V	8895479	8895693	-1	
WBGene00196435	C41G11.7	X	5730733	5730864	-1	
WBGene00196436	C01B7.9	V	8796368	8796557	1	
WBGene00196437	F37B12.7	II	9030739	9030827	-1	
WBGene00196438	Y39B6A.72	V	19154641	19154696	-1	
WBGene00196439	Y57A10B.9	II	12363098	12363170	-1	
WBGene00196440	K04A8.12	V	6548579	6548722	-1	
WBGene00196441	K01A6.12	IV	11710499	11710644	-1	
WBGene00196442	T21B10.9	II	8946418	8946562	1	
WBGene00196443	C04H4.3	II	7969506	7969645	-1	
WBGene00196444	F47E1.11	X	9079940	9080127	-1	
WBGene00196445	F15A8.18	X	4429565	4429621	1	
WBGene00196446	F52B10.9	X	2901094	2901234	-1	
WBGene00196447	F46C8.10	X	7531713	7531861	1	
WBGene00196448	Y59A8B.28	V	18024637	18024700	-1	
WBGene00196449	Y75B7AL.5	V	1371265	1371363	1	
WBGene00196450	F20B10.6	IV	12180298	12180483	1	
WBGene00196451	K04A8.13	V	6563495	6563555	-1	
WBGene00196452	Y66D12A.28	III	11554958	11555063	1	
WBGene00196453	F27D9.10	X	7665533	7665603	1	
WBGene00196454	M01H9.8	IV	4482964	4483065	-1	
WBGene00196455	C34F6.15	X	11211583	11211633	1	
WBGene00196456	F18E9.10	X	8580395	8580560	-1	
WBGene00196457	C46C11.5	X	4635797	4635938	-1	
WBGene00196458	Y45G5AM.11	V	4157558	4157631	1	
WBGene00196459	R151.14	III	7217055	7217110	-1	
WBGene00196460	F45E1.8	X	8006144	8006337	-1	
WBGene00196461	C10G6.51	IV	5819352	5819419	-1	
WBGene00196462	C11G10.5	X	15152485	15152633	1	
WBGene00196463	F08F1.11	X	8436648	8436793	1	
WBGene00196464	F35D2.8	II	7569575	7569778	-1	
WBGene00196465	Y51F10.12	I	1974820	1974991	1	
WBGene00196466	H21P03.5	IV	11499136	11499229	1	
WBGene00196467	F43C9.5	X	4789054	4789271	-1	
WBGene00196468	W09G3.12	I	13820441	13820492	1	
WBGene00196469	F08F3.13	V	5440661	5440722	-1	
WBGene00196470	R05D3.13	III	8371944	8372080	-1	
WBGene00196471	F57B1.10	V	13199398	13199546	1	
WBGene00196472	H08J11.4	X	9086033	9086223	-1	
WBGene00196473	Y70D2A.4	X	14915702	14915845	1	
WBGene00196474	K01A12.5	X	8624282	8624365	-1	
WBGene00196475	F07C3.12	V	9238703	9238852	1	
WBGene00196476	C34H3.7	X	6163471	6163673	-1	
WBGene00196477	F57B1.11	V	13219641	13219903	1	
WBGene00196478	T09D3.11	V	5360372	5360459	1	
WBGene00196479	Y39G10AR.28	I	2368783	2368861	-1	
WBGene00196480	C27A12.11	I	6047859	6047987	1	
WBGene00196481	F56D12.9	II	1319290	1319341	-1	
WBGene00196482	T25D1.4	X	16523338	16523416	-1	
WBGene00196483	W05E10.9	V	11711931	11712113	1	
WBGene00196484	ZK994.9	V	8496091	8496178	1	
WBGene00196485	C16D9.12	V	8235457	8235540	1	
WBGene00196486	C48D5.5	III	3588607	3588756	-1	
WBGene00196487	C18A3.15	II	5740435	5740569	1	
WBGene00196488	K06G5.5	X	14208112	14208167	-1	
WBGene00196489	C15B12.10	X	6494850	6494974	-1	
WBGene00196490	C03C10.11	III	4104945	4105085	-1	
WBGene00196491	M03F8.9	V	5955357	5955479	-1	
WBGene00196492	C34C12.10	III	3477482	3477582	1	
WBGene00196493	ZK973.15	I	4334502	4334637	-1	
WBGene00196494	C07A12.9	X	4551042	4551228	1	
WBGene00196495	T22B7.10	X	5667849	5667993	-1	
WBGene00196496	C09D8.5	II	10986833	10986981	-1	
WBGene00196497	ZK525.5	III	13659188	13659240	-1	
WBGene00196498	B0350.71	IV	5979445	5979594	1	
WBGene00196499	F38B6.10	X	6702414	6702556	1	
WBGene00196500	T11F9.23	V	11483836	11484013	-1	
WBGene00196501	T28B11.8	V	10724632	10724977	-1	
WBGene00196502	R05D7.8	I	12173706	12173912	1	
WBGene00196503	F14H12.11	X	4337112	4337313	-1	
WBGene00196504	C05C9.6	X	11133896	11134039	-1	
WBGene00196505	F42H10.11	III	8493894	8494107	-1	
WBGene00196506	C35C5.13	X	11571852	11572062	1	
WBGene00196507	F31F6.9	X	14883725	14883825	1	
WBGene00196508	T06G6.14	I	12727764	12727895	1	
WBGene00196509	F25B4.11	V	5704989	5705238	-1	
WBGene00196510	F52H2.9	X	2552309	2552440	1	
WBGene00196511	C48C5.5	X	8952130	8952471	-1	
WBGene00196512	C03F11.6	X	5390308	5390363	-1	
WBGene00196513	Y57G11C.1137	IV	14907870	14907995	1	
WBGene00196514	F44G3.18	V	16117587	16117697	1	
WBGene00196515	B0457.9	II	8899595	8899744	-1	
WBGene00196516	F35D2.9	II	7592095	7592240	1	
WBGene00196517	Y71F9B.18	I	2744953	2745118	1	
WBGene00196518	H01G02.6	IV	11791122	11791243	1	
WBGene00196519	C08F8.10	IV	11172410	11172539	-1	
WBGene00196520	Y105C5A.1275	IV	15691463	15691580	-1	
WBGene00196521	C18A3.16	II	5727769	5727959	1	
WBGene00196522	Y32F6A.7	V	10433903	10434032	-1	
WBGene00196523	C04H4.4	II	7960626	7960769	-1	
WBGene00196524	C10C5.10	IV	9362756	9362905	1	
WBGene00196525	C47G2.12	II	11268366	11268512	-1	
WBGene00196526	R07B1.16	X	9842397	9842525	1	
WBGene00196527	F55A8.4	IV	1908586	1908702	-1	
WBGene00196528	C34B4.10	V	13106808	13106955	1	
WBGene00196529	K11G9.8	V	6682537	6682842	1	
WBGene00196530	Y60A3A.32	V	20007988	20008068	1	
WBGene00196531	C49F8.7	X	13387661	13387807	1	
WBGene00196532	R07B1.17	X	9844581	9844693	1	
WBGene00196533	F33D11.14	I	5854783	5854865	1	
WBGene00196534	Y113G7A.18	V	20132985	20133132	1	
WBGene00196535	C02B10.72	IV	5100347	5100464	1	
WBGene00196536	H24G06.2	V	9442976	9443200	1	
WBGene00196537	F58B4.9	V	10914923	10915137	-1	
WBGene00196538	C09F12.6	X	11057372	11057510	-1	
